No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Dividend Yield,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Average Volume,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Beta,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap
304,MCO,Moody's Corp.,Financial,Financial Data & Stock Exchanges,USA,83873.44,45.47,460.59,-0.06%,1283824,35.94,2.93,12.8,22.2,31.09,40.23,14.31%,13.24%,5.32%,15.49%,6.36%,0.75%,12.51%,53.68%,18.07%,1.48,1.48,1.72,1.93,66.82%,41.02%,28.34%,7/23/2024 8:30:00 AM,182.47,181.72,0.21%,-2.56%,93.51%,-0.31%,0.96%,2.35,741.88,2.64%,8.12%,22.37%,14.42%,34.02%,17.93%,1.77%,1.97%,2.25,1.73,1.28,9.14,3.26%,8.15%,18.86%,-0.45%,54.12%,65.6,0.88%,-0.93%
305,MDLZ,Mondelez International Inc.,Consumer Defensive,Confectioners,USA,94414.34,24.35,70.68,3.47%,10308939,19.41,3.55,2.62,3.41,64.18,26.2,5.28%,4.18%,9.73%,6.86%,6.91%,2.51%,5.44%,14.01%,8.91%,0.68,0.5,0.6,0.73,42.16%,20.27%,10.97%,7/30/2024 4:30:00 PM,1348.48,1331.11,0.35%,0.00%,80.95%,-0.13%,1.10%,2.34,6227.93,6.41%,6.54%,0.26%,-7.66%,-6.20%,-2.42%,2.25%,1.83%,1.37,1.66,0.54,1.36,6.43%,5.59%,1.17%,-8.45%,16.35%,71.18,1.10%,2.34%
306,MDT,Medtronic Plc,Healthcare,Medical Devices,Ireland,104517.83,29.51,81.51,1.27%,5057352,13.99,6.7,3.23,2.13,13.06,20.1,4.69%,7.02%,-4.12%,4.40%,1.24%,3.34%,4.06%,7.23%,4.90%,2.03,1.55,0.49,0.52,60.35%,17.93%,11.36%,8/20/2024 8:30:00 AM,1311.34,1281.21,0.08%,-4.71%,90.37%,1.50%,1.07%,2.13,6426.11,3.57%,5.62%,0.73%,-7.47%,-4.62%,-1.06%,2.12%,2.05%,2.38,0.79,0.84,1.61,3.24%,1.48%,0.43%,-8.60%,18.41%,59.01,0.58%,0.68%
307,MET,Metlife Inc,Financial,Insurance - Life,USA,50176.63,19.04,70.56,-6.89%,6766295,7.22,1.66,0.73,1.82,,3.34,18.55%,13.72%,-18.10%,11.50%,-0.28%,3.04%,0.43%,10.12%,5.92%,3.97,,0.68,0.69,,6.94%,3.94%,7/31/2024 4:30:00 PM,730.82,594.3,16.43%,-0.04%,76.18%,-0.86%,1.30%,2.53,3058.52,-7.16%,0.57%,0.46%,7.97%,12.45%,6.70%,3.38%,2.09%,1.59,2.21,1.03,1.78,-4.90%,-2.09%,2.47%,-11.07%,21.84%,37.74,-5.33%,-1.65%
308,META,Meta Platforms Inc,Communication Services,Internet Content & Information,USA,1238142.74,24.92,488.14,-1.93%,24022823,20.31,1.83,8.27,8.28,21.28,24.94,42.41%,13.50%,14.46%,13.60%,19.99%,0.38%,23.54%,35.37%,26.67%,2.83,2.68,0.23,0.24,81.49%,40.46%,34.34%,7/31/2024 4:30:00 PM,2211.0,2187.49,13.76%,-1.11%,67.32%,-1.63%,1.36%,2.2,13590.43,4.82%,-4.28%,10.52%,23.65%,55.31%,37.91%,3.98%,3.36%,1.46,1.77,1.2,18.51,-0.42%,-0.81%,12.81%,-10.07%,77.91%,50.68,-0.18%,-1.76%
309,MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,USA,10777.76,13.4,35.48,-4.85%,12824575,11.48,,0.63,3.37,4.46,7.37,0.39%,15.28%,31.55%,-2.63%,19.19%,,2.08%,23.05%,2.53%,1.47,1.42,9.84,9.88,41.66%,10.30%,5.15%,7/31/2024 4:30:00 PM,326.55,238.57,21.46%,-0.88%,70.48%,-9.07%,4.95%,3.13,3765.9,-15.20%,-18.02%,-13.19%,-20.64%,-27.97%,-20.59%,4.78%,2.95%,1.48,3.41,2.26,1.57,-18.92%,-15.61%,-15.63%,-28.51%,3.99%,24.3,-2.85%,-2.06%
310,MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,9613.81,,152.31,-2.66%,1154394,13.15,,0.89,1.26,19.33,14.26,8.44%,16.19%,,12.50%,2.52%,,-2.57%,-4.52%,-3.72%,1.92,1.04,0.26,0.37,25.74%,7.08%,-3.30%,7/25/2024 4:30:00 PM,63.69,52.14,17.40%,-0.23%,84.06%,0.19%,4.42%,3.06,753.55,-5.23%,38.65%,31.73%,38.44%,42.68%,47.16%,3.41%,3.56%,2.44,1.53,1.38,5.95,14.40%,25.10%,39.30%,-7.16%,100.36%,67.75,-0.42%,-2.25%
311,MKC,"McCormick & Co., Inc.",Consumer Defensive,Packaged Foods,USA,21173.42,28.75,78.82,0.97%,2183203,25.72,3.8,3.17,3.97,127.32,24.37,6.14%,6.94%,-6.36%,7.57%,4.76%,2.13%,5.71%,14.41%,8.55%,0.69,0.31,0.62,0.84,38.04%,15.50%,11.07%,6/27/2024 8:30:00 AM,268.63,251.56,6.36%,-0.82%,83.04%,1.62%,2.68%,3.52,1917.81,4.00%,12.81%,4.90%,14.75%,-10.73%,15.20%,2.25%,2.08%,2.74,1.14,0.75,1.61,7.03%,10.37%,13.53%,-11.32%,33.30%,78.16,0.29%,0.68%
312,MKTX,MarketAxess Holdings Inc.,Financial,Capital Markets,USA,8892.48,34.41,234.63,6.06%,736369,29.65,4.54,11.72,6.75,20.5,30.65,1.10%,14.25%,8.46%,7.59%,12.18%,1.27%,14.46%,21.07%,19.50%,,,0.0,0.06,79.64%,41.14%,33.86%,8/6/2024 8:30:00 AM,37.9,37.02,2.31%,-0.28%,98.79%,-0.76%,2.43%,2.13,423.24,3.99%,16.73%,12.20%,7.16%,-10.21%,-19.88%,3.48%,2.73%,2.53,1.74,1.06,6.42,7.78%,13.00%,3.59%,-21.26%,21.94%,69.9,6.97%,-0.85%
313,MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,USA,35026.93,16.8,568.25,-2.84%,402907,23.79,1.68,5.25,3.95,13.22,40.56,7.79%,14.71%,21.06%,10.00%,9.95%,0.52%,13.56%,26.30%,15.93%,3.16,2.41,0.48,0.53,29.85%,23.45%,31.43%,8/8/2024 8:30:00 AM,61.82,61.2,0.71%,-6.76%,99.27%,-2.30%,2.10%,2.76,466.02,0.46%,6.55%,-3.68%,10.23%,26.13%,13.90%,3.04%,2.70%,1.92,0.86,0.92,16.32,1.49%,1.99%,6.34%,-9.32%,45.74%,52.18,-1.51%,-1.36%
314,MMC,"Marsh & McLennan Cos., Inc.",Financial,Insurance Brokers,USA,110129.65,27.76,223.95,-0.29%,1860665,23.45,3.43,4.66,8.24,66.62,30.35,9.75%,8.89%,18.44%,8.10%,8.88%,1.36%,8.43%,31.67%,14.73%,,,1.04,1.15,,26.46%,16.97%,7/18/2024 8:30:00 AM,492.01,491.29,0.10%,-12.07%,91.12%,-1.99%,0.87%,2.65,1616.65,2.74%,5.19%,12.33%,15.59%,17.25%,18.20%,1.64%,1.41%,2.78,1.15,0.93,3.29,2.69%,5.09%,10.99%,-0.29%,21.70%,67.52,-0.81%,0.52%
315,MMM,3M Co.,Industrials,Conglomerates,USA,68800.59,74.05,125.24,-0.97%,4020427,15.87,,2.25,17.57,6.66,16.09,-5.79%,8.42%,,-3.92%,0.07%,2.54%,2.17%,17.11%,5.84%,1.36,1.08,3.12,3.5,43.62%,18.67%,3.08%,7/26/2024 8:30:00 AM,552.58,548.87,0.09%,-0.09%,67.39%,-1.01%,1.40%,1.57,4881.37,-1.51%,23.24%,29.37%,56.18%,37.54%,37.02%,2.87%,2.86%,2.28,0.82,0.93,3.68,14.95%,20.41%,39.22%,-2.65%,75.52%,75.71,-0.45%,-0.52%
316,MNST,Monster Beverage Corp.,Consumer Defensive,Beverages - Non-Alcoholic,USA,53763.69,32.53,51.61,0.45%,6058249,25.56,2.32,7.32,6.27,15.1,36.87,14.29%,14.73%,11.87%,14.05%,13.47%,,17.69%,20.98%,19.43%,4.91,4.15,0.01,0.01,53.45%,27.51%,22.83%,8/7/2024 4:30:00 PM,1041.57,758.6,27.18%,-0.70%,66.00%,0.70%,3.08%,2.38,9831.27,1.20%,4.98%,-3.33%,-7.74%,-10.45%,-10.41%,2.14%,1.87%,2.11,0.62,0.74,0.99,2.13%,1.85%,-5.05%,-15.70%,9.51%,58.41,-0.98%,1.44%
317,MO,Altria Group Inc.,Consumer Defensive,Tobacco,USA,87136.65,8.81,51.07,2.10%,12658921,9.61,2.29,4.29,,48.2,9.87,3.16%,4.09%,4.39%,3.84%,0.91%,7.91%,28.33%,,49.55%,0.45,0.3,,,69.53%,61.18%,49.93%,7/31/2024 8:30:00 AM,1763.46,1703.86,0.14%,-0.93%,62.41%,-1.50%,1.50%,2.8,9147.85,1.27%,11.14%,16.12%,22.41%,14.58%,26.60%,2.02%,1.61%,2.56,1.38,0.67,0.93,5.00%,8.66%,18.50%,0.43%,30.73%,70.23,1.35%,0.74%
318,MOH,Molina Healthcare Inc,Healthcare,Healthcare Plans,USA,20562.74,19.21,350.9,1.36%,878662,13.26,1.54,0.55,4.27,,114.88,12.72%,12.46%,12.22%,12.46%,13.87%,,7.37%,25.12%,14.71%,1.57,,0.49,0.49,,4.05%,2.84%,7/24/2024 4:30:00 PM,58.0,57.94,1.12%,-5.21%,103.02%,-3.13%,3.27%,3.08,616.76,4.63%,18.39%,3.34%,-1.21%,15.20%,-2.88%,3.88%,3.48%,2.28,1.42,0.57,12.28,14.95%,13.63%,-0.98%,-17.23%,24.01%,68.69,1.03%,0.33%
319,MOS,Mosaic Company,Basic Materials,Agricultural Inputs,USA,8799.66,11.66,27.38,-5.13%,3921706,10.02,,0.69,0.73,25.95,12.32,-24.47%,1.30%,23.51%,,11.82%,3.01%,3.39%,6.48%,5.03%,1.16,0.51,0.28,0.4,14.86%,11.11%,6.07%,8/6/2024 4:30:00 PM,324.1,319.08,0.72%,0.00%,86.44%,-1.97%,2.12%,1.66,4078.75,-7.41%,-0.62%,-3.63%,-11.31%,-32.78%,-23.37%,3.35%,2.91%,2.55,0.96,1.37,0.91,-4.94%,-5.50%,-14.09%,-36.04%,3.17%,39.33,-3.42%,-1.77%
320,MPC,Marathon Petroleum Corp,Energy,Oil & Gas Refining & Marketing,USA,58007.61,8.22,164.64,-4.93%,2599702,11.42,,0.4,2.55,7.66,6.06,-48.02%,17.38%,34.95%,-3.70%,16.50%,2.05%,9.14%,31.69%,16.26%,1.43,0.99,1.12,1.24,9.69%,7.56%,5.38%,8/6/2024 8:30:00 AM,368.0,351.53,0.23%,-1.09%,76.68%,-9.54%,2.25%,3.2,2468.69,-4.64%,-5.91%,-10.01%,-1.73%,21.17%,10.97%,3.88%,2.86%,1.75,1.05,1.38,5.08,-2.14%,-4.16%,-2.95%,-25.54%,23.19%,41.45,-3.81%,-1.16%
321,MPWR,Monolithic Power System Inc,Technology,Semiconductors,USA,38729.64,94.65,795.76,1.38%,1366747,45.9,3.79,20.45,17.65,29.63,64.26,18.11%,24.61%,30.00%,25.00%,27.08%,0.63%,16.88%,20.37%,19.39%,6.77,5.32,0.0,0.0,56.81%,24.78%,21.70%,8/1/2024 4:30:00 PM,48.03,46.58,4.30%,-7.37%,95.35%,4.73%,3.75%,3.39,516.13,-3.17%,-5.18%,11.62%,29.58%,50.02%,26.15%,7.10%,5.06%,1.8,2.65,1.13,45.87,-4.57%,-1.26%,19.18%,-10.76%,102.95%,47.14,0.91%,0.46%
322,MRK,Merck & Co Inc,Healthcare,Drug Manufacturers - General,USA,291779.7,21.35,115.2,1.21%,16560612,11.74,,4.7,7.23,51.09,26.43,432.34%,22.06%,-42.70%,,7.72%,2.72%,2.16%,5.29%,19.21%,1.25,0.99,0.77,0.85,79.04%,27.03%,22.10%,7/30/2024 8:30:00 AM,2531.63,2528.9,0.15%,-7.53%,79.21%,0.64%,0.97%,2.7,9085.21,-8.03%,-8.46%,-10.18%,-8.85%,8.99%,5.67%,4.32%,2.34%,1.44,1.82,0.4,3.5,-7.43%,-9.46%,-4.04%,-14.43%,16.20%,32.93,0.03%,1.18%
323,MRNA,Moderna Inc,Healthcare,Biotechnology,USA,33180.92,,86.58,-8.06%,10328449,,,6.58,2.84,3.91,,29.14%,23.43%,-20.02%,,662.08%,,-31.24%,-40.94%,-45.28%,4.09,3.92,0.11,0.11,22.47%,-100.04%,-116.36%,8/1/2024 8:30:00 AM,382.0,336.78,12.12%,-1.38%,66.68%,0.89%,6.75%,5.49,4139.9,-29.10%,-25.33%,-31.06%,-12.56%,-21.45%,-12.94%,6.17%,4.49%,2.42,2.49,1.73,6.98,-27.38%,-34.67%,-18.04%,-49.21%,38.42%,19.19,-5.03%,-3.19%
324,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,14907.48,11.05,26.65,-2.77%,8300791,8.35,0.88,2.34,1.36,304.23,8.06,8.63%,12.53%,14.58%,12.60%,9.48%,1.69%,7.23%,12.73%,9.12%,0.55,0.48,0.41,0.49,40.42%,29.99%,22.48%,8/7/2024 4:30:00 PM,577.0,557.38,0.36%,-12.26%,83.22%,-6.29%,1.78%,1.19,8381.27,-4.38%,-7.37%,2.15%,17.61%,3.66%,10.31%,2.60%,2.04%,2.24,0.99,2.17,0.64,-5.59%,-4.80%,1.85%,-11.34%,22.19%,34.14,-1.81%,-0.99%
325,MS,Morgan Stanley,Financial,Capital Markets,USA,155771.58,15.8,95.85,-5.81%,11119966,12.54,1.24,1.52,1.69,,21.06,35.20%,9.13%,1.84%,12.70%,15.18%,3.71%,0.88%,10.36%,2.66%,1.4,,2.68,2.87,,13.29%,9.59%,7/16/2024 8:30:00 AM,1626.83,1243.65,23.48%,-0.13%,62.27%,-1.02%,1.04%,2.07,6283.0,-8.00%,-4.34%,3.45%,10.40%,7.31%,2.79%,2.49%,2.40%,2.57,1.77,1.36,2.56,-7.27%,-4.02%,6.60%,-12.15%,38.07%,35.17,-3.18%,-2.71%
326,MSCI,MSCI Inc,Financial,Financial Data & Stock Exchanges,USA,42459.2,36.17,539.85,-1.47%,635048,32.22,3.02,15.71,,94.06,32.52,9.50%,13.18%,20.50%,11.97%,12.10%,1.18%,23.21%,,30.37%,0.95,0.95,,,76.10%,53.72%,43.86%,7/23/2024 8:30:00 AM,79.09,76.1,3.24%,0.45%,96.65%,-2.79%,1.17%,1.44,618.88,-0.13%,9.95%,15.43%,-10.67%,-0.99%,-4.56%,2.01%,2.02%,2.2,1.03,1.1,12.51,4.71%,8.02%,3.08%,-12.56%,22.71%,63.35,-0.62%,-0.86%
327,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,3036322.44,34.61,408.49,-2.07%,29402277,26.47,2.37,12.39,11.31,40.19,40.99,12.22%,16.54%,18.45%,14.60%,14.40%,0.79%,19.07%,37.13%,25.08%,1.27,1.27,0.31,0.36,69.76%,44.64%,35.96%,7/30/2024 4:30:00 PM,7434.0,7323.25,1.48%,-0.10%,72.71%,0.47%,0.85%,3.24,19100.97,-3.95%,-11.35%,2.68%,1.17%,24.73%,8.63%,2.60%,2.09%,1.22,1.54,0.9,9.64,-7.56%,-6.95%,1.25%,-12.78%,32.01%,29.79,-0.97%,-1.11%
328,MSI,Motorola Solutions Inc,Technology,Communication Equipment,USA,68433.93,48.05,410.3,2.94%,1293574,28.59,4.82,6.57,85.33,49.55,30.27,11.05%,8.16%,12.07%,9.96%,6.53%,0.92%,11.43%,256.89%,21.00%,1.19,1.02,7.69,8.54,49.11%,24.56%,14.04%,8/1/2024 4:30:00 PM,166.2,165.95,0.50%,-7.65%,88.90%,0.36%,1.08%,2.7,662.75,4.21%,6.35%,22.03%,26.19%,42.64%,31.05%,2.09%,1.55%,2.0,1.95,0.97,6.67,4.43%,7.24%,20.51%,1.68%,52.16%,71.7,2.70%,0.24%
329,MTB,M & T Bank Corp,Financial,Banks - Regional,USA,27081.33,12.04,162.29,-2.73%,1311247,10.08,2.82,2.07,1.06,,6.77,-10.20%,13.53%,4.38%,4.27%,16.01%,3.30%,1.13%,8.69%,5.74%,0.51,,0.4,0.57,,23.59%,17.39%,7/18/2024 8:30:00 AM,166.14,165.95,0.55%,-19.26%,87.24%,-1.30%,1.67%,3.17,872.38,-7.21%,8.82%,10.95%,23.20%,17.24%,18.39%,2.54%,2.73%,2.14,1.5,0.75,4.54,-0.85%,5.36%,15.67%,-8.02%,49.53%,49.57,-0.75%,-2.00%
330,MTCH,Match Group Inc.,Communication Services,Internet Content & Information,USA,9742.12,15.91,36.67,-2.40%,5757511,15.12,0.79,2.81,,11.55,10.59,-11.34%,21.01%,7.04%,20.14%,14.46%,,14.93%,,17.49%,2.51,2.51,,,68.62%,25.73%,18.72%,7/30/2024 4:30:00 PM,268.89,264.05,0.61%,-0.03%,105.46%,-3.60%,6.95%,3.06,5999.31,10.29%,24.22%,17.19%,-4.13%,-19.85%,0.47%,4.59%,3.44%,1.93,0.96,1.31,1.4,9.83%,15.71%,9.39%,-25.53%,32.60%,65.85,-0.92%,-1.49%
331,MTD,"Mettler-Toledo International, Inc.",Healthcare,Diagnostics & Research,USA,30788.95,39.66,1441.43,-4.88%,327034,32.42,4.26,8.21,,434.81,34.26,6.22%,10.06%,12.55%,9.30%,5.52%,,23.74%,,49.30%,0.92,0.63,,,57.39%,28.53%,20.95%,8/1/2024 4:30:00 PM,21.53,21.03,1.53%,-2.16%,101.78%,-0.86%,1.24%,1.7,153.33,-0.60%,6.45%,15.33%,17.76%,11.57%,18.84%,3.75%,2.79%,3.29,2.13,1.14,44.68,3.61%,1.61%,15.03%,-6.82%,55.24%,54.08,-1.48%,-3.45%
332,MU,Micron Technology Inc.,Technology,Semiconductors,USA,102789.46,,92.7,-8.68%,35997154,9.54,,4.81,2.32,12.27,,127.74%,686.81%,,-2.62%,-8.12%,0.50%,-2.33%,-3.43%,-2.67%,3.41,2.16,0.3,0.32,11.42%,-8.69%,-7.20%,6/26/2024 4:30:00 PM,1108.84,1103.36,0.49%,-10.11%,81.72%,-1.27%,2.18%,1.09,22062.02,-15.27%,-32.25%,-17.48%,8.28%,35.98%,8.62%,5.82%,4.07%,1.41,1.63,1.19,5.92,-22.15%,-27.84%,-8.36%,-41.16%,50.12%,27.1,-4.59%,-4.29%
333,NCLH,Norwegian Cruise Line Holdings Ltd,Consumer Cyclical,Travel Services,USA,6834.61,20.31,15.93,-8.18%,24621359,8.49,0.4,0.75,10.11,11.5,,114.36%,24.98%,-38.02%,51.20%,120.24%,,2.17%,118.63%,3.33%,0.24,0.22,17.19,19.39,28.92%,13.84%,4.62%,7/31/2024 8:30:00 AM,425.55,424.49,1.06%,-0.14%,59.95%,-1.25%,7.30%,2.29,13554.93,-13.75%,-9.18%,-0.13%,-10.46%,-14.54%,-20.51%,5.91%,4.24%,2.38,1.82,2.72,0.86,-16.09%,-11.55%,-8.90%,-26.69%,25.38%,29.53,-4.61%,-3.75%
334,NDAQ,Nasdaq Inc,Financial,Financial Data & Stock Exchanges,USA,38427.12,38.42,66.86,-0.68%,3769884,21.51,4.63,5.85,3.56,62.58,25.55,-2.58%,13.16%,18.00%,8.29%,7.36%,1.41%,3.39%,11.05%,4.61%,,,0.89,0.94,58.43%,28.35%,14.42%,7/25/2024 8:30:00 AM,575.16,369.55,35.70%,-26.46%,60.20%,0.04%,1.55%,2.03,2814.28,-0.15%,11.17%,11.30%,17.11%,34.61%,15.00%,2.30%,1.66%,2.12,1.34,0.96,1.29,4.62%,8.77%,14.95%,-4.50%,42.62%,65.19,0.35%,-1.02%
335,NDSN,Nordson Corp.,Industrials,Specialty Industrial Machinery,USA,13823.83,28.75,241.38,-0.81%,305302,23.17,2.21,5.21,4.96,110.19,22.77,5.35%,9.49%,5.72%,13.00%,3.30%,1.14%,10.32%,18.29%,11.24%,2.21,1.38,0.54,0.59,55.01%,25.80%,18.23%,8/21/2024 4:30:00 PM,57.01,54.16,5.42%,0.00%,74.43%,-0.80%,1.89%,3.78,271.1,-1.86%,6.06%,-8.15%,-6.21%,-2.60%,-8.62%,2.54%,2.17%,2.6,1.13,0.91,5.61,1.20%,3.06%,-2.66%,-13.60%,15.54%,52.38,0.11%,-0.92%
336,NEE,NextEra Energy Inc,Utilities,Utilities - Regulated Electric,USA,162783.71,25.72,79.2,1.03%,14512511,21.48,3.14,6.65,3.31,77.44,38.84,7.53%,8.17%,0.74%,8.20%,8.06%,2.60%,3.58%,13.45%,5.37%,0.49,0.41,1.39,1.68,35.15%,25.79%,25.82%,7/24/2024 8:30:00 AM,2055.35,2053.57,0.09%,-1.82%,81.01%,0.94%,1.64%,2.95,11409.5,6.65%,10.26%,15.03%,32.55%,10.14%,30.39%,2.62%,2.41%,1.78,1.27,0.54,2.0,7.84%,6.92%,23.77%,-1.58%,67.99%,66.24,-0.20%,1.24%
337,NEM,Newmont Corp,Basic Materials,Gold,USA,55661.83,,48.51,-2.10%,11809563,13.36,,3.78,1.9,20.94,90.51,82.39%,23.64%,,30.30%,10.93%,2.06%,-4.24%,-8.18%,-5.12%,2.11,1.73,0.31,0.31,17.49%,13.30%,-13.40%,7/24/2024 4:30:00 PM,1152.0,1145.83,0.14%,-0.80%,72.56%,-2.16%,1.51%,2.2,7884.11,3.81%,11.65%,18.17%,36.23%,19.31%,17.20%,3.12%,2.56%,2.12,1.5,0.5,1.41,3.33%,10.68%,24.34%,-3.24%,64.89%,61.79,-2.98%,0.91%
338,NFLX,Netflix Inc.,Communication Services,Entertainment,USA,263355.89,38.35,613.64,-1.79%,3521222,26.73,1.49,7.26,11.91,39.56,38.62,58.65%,20.30%,35.03%,25.80%,16.71%,,14.20%,31.57%,19.48%,0.95,0.95,0.65,0.75,43.80%,23.77%,19.55%,7/18/2024 8:30:00 AM,432.76,426.15,0.70%,-7.34%,83.22%,3.06%,1.73%,2.28,3245.09,-2.81%,-10.09%,8.58%,8.13%,42.81%,26.04%,2.77%,2.89%,1.94,1.09,1.25,18.06,-5.38%,-6.31%,9.07%,-12.02%,78.01%,32.49,-1.18%,-0.62%
339,NI,NiSource Inc,Utilities,Utilities - Regulated Gas,USA,14260.74,20.79,31.81,0.16%,5209754,17.26,2.77,2.72,1.81,101.5,,7.62%,7.02%,,7.50%,1.98%,3.34%,2.65%,9.58%,3.50%,0.66,0.56,1.48,1.64,59.27%,25.75%,13.08%,8/7/2024 8:30:00 AM,447.38,446.52,0.40%,-2.89%,96.65%,-2.30%,4.04%,4.28,4215.15,1.53%,11.07%,11.61%,20.72%,14.80%,19.81%,1.73%,1.59%,1.47,1.24,0.5,0.5,4.78%,8.80%,16.83%,-0.03%,39.15%,75.23,-0.59%,0.76%
340,NKE,"Nike, Inc.",Consumer Cyclical,Footwear & Accessories,USA,110975.04,19.86,74.01,0.22%,11521294,20.67,4.04,2.16,7.71,9.58,16.77,-20.16%,13.51%,8.40%,4.92%,5.90%,2.01%,15.07%,40.09%,22.89%,2.4,1.69,0.73,0.83,44.01%,11.76%,11.09%,6/27/2024 4:30:00 PM,1205.0,1160.63,22.60%,-0.15%,67.96%,-0.25%,2.05%,1.67,14253.23,2.00%,-1.63%,-19.91%,-27.27%,-31.16%,-31.83%,2.18%,2.12%,2.3,0.81,1.01,1.88,1.21%,-12.27%,-24.29%,-40.02%,4.37%,40.7,1.62%,-1.38%
341,NOC,Northrop Grumman Corp.,Industrials,Aerospace & Defense,USA,72327.94,32.28,494.55,0.24%,1045697,17.86,1.09,1.77,5.06,22.11,27.55,7.88%,10.21%,-6.06%,29.69%,5.62%,1.61%,4.90%,15.35%,7.40%,1.09,0.97,1.16,1.27,16.80%,6.83%,5.61%,7/25/2024 8:30:00 AM,150.11,145.84,0.28%,-2.61%,87.05%,0.78%,0.86%,1.34,939.9,2.97%,13.15%,4.12%,10.83%,10.52%,5.64%,2.43%,1.84%,2.38,1.11,0.33,9.66,10.16%,11.30%,7.32%,-0.47%,19.30%,79.95,-0.29%,0.53%
342,NOW,ServiceNow Inc,Technology,Software - Application,USA,162871.84,142.98,790.64,-2.56%,1568709,47.76,6.53,16.36,18.78,30.04,52.83,27.84%,20.12%,,21.90%,28.08%,,6.92%,14.70%,10.59%,1.05,1.05,0.25,0.26,79.07%,10.78%,11.51%,7/24/2024 4:30:00 PM,206.0,204.96,0.51%,-5.80%,91.18%,-0.19%,1.60%,2.2,1487.09,-4.47%,0.60%,13.64%,2.55%,40.39%,11.91%,3.38%,2.95%,1.4,1.05,0.98,29.11,2.31%,5.71%,9.50%,-7.02%,49.96%,53.89,-0.03%,-2.53%
343,NRG,NRG Energy Inc.,Utilities,Utilities - Independent Power Producers,USA,14593.6,9.71,70.0,-4.76%,4472259,10.06,2.43,0.51,5.5,49.81,13.04,7.73%,6.93%,,4.00%,40.47%,2.38%,5.97%,51.56%,12.15%,1.01,0.95,2.94,3.3,15.07%,6.70%,5.54%,8/8/2024 8:30:00 AM,208.13,203.73,2.28%,-2.33%,103.94%,-1.80%,5.10%,2.99,3477.18,-5.03%,-11.86%,-6.83%,29.03%,87.32%,35.40%,4.16%,3.35%,2.18,1.29,1.08,2.76,-7.74%,-10.91%,11.91%,-20.07%,94.58%,35.49,-3.62%,-1.18%
344,NSC,Norfolk Southern Corp.,Industrials,Railroads,USA,55035.0,30.77,243.41,-1.24%,1254962,17.78,3.46,4.55,4.24,83.51,,0.34%,16.20%,-3.35%,8.90%,1.77%,2.23%,4.38%,13.98%,5.99%,0.63,0.54,1.3,1.36,24.46%,24.46%,14.82%,7/25/2024 4:30:00 PM,226.1,225.96,0.06%,8.24%,77.30%,-1.32%,1.22%,2.11,1303.75,-1.54%,12.53%,4.11%,-4.63%,5.73%,2.97%,2.51%,2.32%,2.11,0.96,1.31,6.58,5.98%,8.38%,5.39%,-7.68%,32.95%,63.21,-0.41%,-0.83%
345,NTAP,Netapp Inc,Technology,Computer Hardware,USA,24471.92,25.6,119.05,-2.82%,2385421,16.12,4.16,3.91,21.4,7.51,15.99,6.55%,7.28%,0.51%,6.15%,0.68%,1.75%,10.01%,85.55%,29.36%,1.18,1.13,1.93,2.31,70.32%,20.14%,15.75%,8/28/2024 4:30:00 PM,206.0,204.69,0.42%,-15.09%,94.19%,-1.93%,2.79%,2.74,2081.25,-5.63%,-8.61%,16.58%,36.13%,51.73%,35.04%,3.33%,2.26%,2.59,1.15,1.23,3.27,-7.04%,-4.93%,19.09%,-11.82%,68.10%,36.75,-0.96%,-1.88%
346,NTRS,Northern Trust Corp.,Financial,Asset Management,USA,17367.64,11.63,84.89,-2.30%,1366006,12.0,0.97,1.2,1.45,,4.03,11.68%,1.29%,-5.22%,11.99%,14.68%,3.56%,0.98%,12.66%,7.68%,1.75,,0.54,1.32,,13.87%,10.30%,7/17/2024 8:30:00 AM,205.13,201.55,1.49%,-1.50%,82.76%,-0.07%,1.15%,1.94,1194.09,-5.08%,0.58%,1.66%,7.05%,5.94%,0.60%,2.29%,2.58%,2.88,1.14,1.1,2.16,-2.48%,0.36%,4.34%,-8.19%,35.97%,44.75,-1.45%,-0.86%
