No.,Ticker,Company,Combined_Rank,Combined_Score,Market Cap_dr,Forward P/E_dr,P/B_dr,P/Free Cash Flow_dr,EPS growth this year_dr,EPS growth next year_dr,Dividend Yield_dr,Return on Assets_dr,Total Debt/Equity_dr,Institutional Ownership_dr,Float Short_dr,Performance (Month)_dr,Performance (Quarter)_dr,Average Volume_dr,Beta_dr,Market Cap,Forward P/E,P/B,P/Free Cash Flow,EPS growth this year,EPS growth next year,Dividend Yield,Return on Assets,Total Debt/Equity,Institutional Ownership,Float Short,Performance (Month),Performance (Quarter),Average Volume,Beta,Sector,Industry,Country,P/E,Price,Change,Volume,PEG,P/S,P/Cash,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Transactions,Short Ratio,Performance (Week),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Market Cap_Rank,Forward P/E_Rank,P/B_Rank,P/Free Cash Flow_Rank,EPS growth this year_Rank,EPS growth next year_Rank,Dividend Yield_Rank,Return on Assets_Rank,Total Debt/Equity_Rank,Institutional Ownership_Rank,Float Short_Rank,Performance (Month)_Rank,Performance (Quarter)_Rank,Average Volume_Rank,Beta_Rank
266,BG,Bunge Limited,3855,145,15,3,3,17,14,19,7,9,6,8,12,9,10,10,3,14787.4,8.5,1.53,3000,-21.6,-6.38,2.66,6.1,0.5,87.8,2.16,-4.56,-3.95,1874.94,0.66,Consumer Defensive,Farm Products,USA,8.93,93.93,0.42%,1370884,,0.22,7.34,56.30%,-5.39%,8.00%,18.30%,13.90%,1.7,0.9,0.35,5.60%,3.40%,2.40%,2/8/2023 8:30,149.88,129.65,0.40%,-0.16%,-1.21%,1.49,1.98%,6.38%,-16.10%,-5.85%,3.55%,3.13%,1.9,0.73,0.0386458,-2.40%,-3.67%,-1.88%,-26.85%,16.81%,46.05,1.60%,-1.17%,391,78,84,446,374,487,179,243,157,215,323,245,269,275,89
267,HII,"Huntington Ingalls Industries, Inc.",3857,145,18,5,6,7,9,4,7,10,10,7,11,13,16,19,3,8207.23,11.97,2.3,28.3,7,17.83,2.48,5.4,0.83,89.2,2,-7.95,-13.19,405.62,0.64,Industrials,Aerospace & Defense,USA,13.84,200.03,1.68%,275522,1.25,0.77,17.57,6.70%,11.05%,7.50%,18.80%,6.60%,0.9,0.9,0.72,13.50%,5.30%,5.40%,2/9/2023 8:30,40.1,38.99,0.10%,-17.03%,-1.60%,1.93,0.33%,-15.06%,-1.48%,-13.29%,2.23%,2.15%,2.7,0.68,0.024696296,-4.72%,-7.45%,-11.00%,-23.07%,2.92%,36.19,1.84%,-0.16%,475,146,170,189,241,113,195,260,266,194,295,330,421,480,82
268,CAG,"Conagra Brands, Inc.",3830,145,13,7,5,14,15,16,4,13,12,10,16,3,10,5,2,17914.75,13.23,2.06,85.59,-30.8,5.2,3.55,3,1.08,84.1,3.06,2.25,-4.05,4420.28,0.55,Consumer Defensive,Packaged Foods,USA,26.3,37.21,1.75%,3587689,3.17,1.49,451.25,8.40%,8.30%,8.10%,7.90%,6.30%,0.9,0.3,0.93,25.40%,9.50%,5.70%,4/5/2023 8:30,479.4,471.64,0.30%,-3.76%,-2.34%,3.27,4.76%,7.05%,15.77%,-3.85%,1.77%,1.69%,2.6,0.81,0.017737167,3.65%,1.45%,4.64%,-9.90%,19.97%,62.81,1.58%,0.16%,346,186,149,357,402,420,107,349,311,267,403,80,270,127,56
269,AZO,"AutoZone, Inc.",3910,145,6,9,19,4,5,7,19,2,19,2,7,14,10,19,3,43885.89,15.99,1000,17.29,23.1,13.35,0,16.4,100,96.6,1.43,-9.41,-4.16,148.47,0.69,Consumer Cyclical,Specialty Retail,USA,19.07,2329.4,0.94%,148494,2.17,2.6,162.66,21.60%,8.80%,8.30%,-69.90%,90.60%,0.8,0.1,,51.40%,19.40%,14.40%,2/28/2023 8:30,19.01,18.39,0.10%,-82.68%,-2.91%,1.77,-1.51%,11.85%,18.11%,-5.55%,1.75%,1.81%,2,1,0.018884691,-4.59%,-4.68%,0.42%,-10.75%,36.76%,35.09,0.57%,0.37%,176,246,481,121,150,197,480,65,498,61,201,361,273,501,99
270,HON,Honeywell International Inc.,3861,145,2,12,14,13,12,10,8,7,12,14,0,8,16,7,10,128780.47,18.74,7.56,71.98,-8.1,10.87,2.19,8,1.17,75.9,0.65,-3.52,-12.52,3173.82,1.09,Industrials,Conglomerates,USA,25.88,188.16,0.66%,2332171,3.28,3.63,12.74,4.20%,7.90%,-2.60%,28.30%,13.70%,1.3,1,0.91,32.80%,18.00%,14.00%,2/2/2023 8:30,670.5,667.32,0.10%,-7.47%,0.09%,1.36,1.91%,8.61%,-2.17%,-12.20%,2.16%,2.02%,2.3,0.73,0.022374575,-1.94%,-5.67%,-3.33%,-14.84%,12.92%,40.15,0.95%,-0.28%,57,321,375,335,319,256,221,187,325,371,26,215,409,184,260
271,KMB,Kimberly-Clark Corporation,3833,145,6,13,18,15,9,7,3,5,18,14,13,2,11,11,0,44571.97,19.33,80.54,149.07,6.8,14,3.62,10.7,15.87,77.4,2.37,2.56,-4.73,1695.32,0.41,Consumer Defensive,Household & Personal Products,USA,22.82,130.48,2.44%,1569643,2.41,2.21,104.38,-1.60%,9.47%,1.90%,339.00%,23.70%,0.8,0.5,14.33,30.80%,13.30%,9.60%,1/25/2023 8:30,337.7,336.94,0.24%,0.00%,1.11%,4.71,4.08%,8.09%,8.18%,-3.88%,1.64%,1.47%,3.3,0.93,0.016400981,3.97%,1.31%,1.24%,-9.72%,19.99%,61.2,1.75%,0.68%,171,329,463,384,243,179,97,137,459,357,340,73,282,298,21
272,APA,APA Corporation,3830,146,17,0,17,0,0,3,6,0,18,11,17,16,19,3,19,11092.89,4.42,25.37,2.36,325.2,22.78,2.9,28.2,12.89,82.4,3.75,-11.78,-26.06,6007.08,3.57,Energy,Oil & Gas E&P,USA,3.19,34.51,1.47%,6960382,0.23,1,45.28,24.40%,14.07%,13.50%,924.90%,76.90%,0.9,0.8,12.89,70.90%,55.70%,33.20%,2/27/2023 16:30,311,308.44,0.44%,0.00%,-3.38%,1.92,8.73%,-7.01%,-15.23%,-26.07%,4.86%,4.59%,2.3,1.16,0.052158795,-5.56%,-14.48%,-14.78%,-33.57%,14.46%,41.1,3.51%,-1.97%,448,7,447,3,8,77,155,7,455,296,435,408,492,98,494
273,WBA,"Walgreens Boots Alliance, Inc.",3814,146,10,1,2,17,1,15,0,19,8,18,17,14,17,3,4,28632.45,6.78,1.37,3000,117.6,7.01,5.87,-3.2,0.62,59.8,4.37,-9.69,-15.28,6735.56,0.72,Healthcare,Pharmaceutical Retailers,USA,,32.7,1.14%,8102774,,0.22,6.77,5.80%,3.90%,2.30%,-12.00%,4.60%,0.7,0.4,0.42,20.90%,-5.10%,-2.20%,3/28/2023 8:30,863.6,714.48,0.30%,-1.01%,-0.06%,4.64,-0.64%,-1.86%,-30.04%,-12.47%,2.51%,2.33%,2.9,1.2,0.025076453,-4.15%,-8.03%,-11.99%,-32.55%,7.60%,36.33,0.99%,0.15%,256,34,63,430,41,379,22,488,205,454,441,373,440,81,107
274,RF,Regions Financial Corporation,3873,146,14,1,1,1,12,18,2,16,2,14,15,19,17,1,13,17382.4,7.01,1.17,7.4,-8.6,0.24,4.47,1.3,0.16,77.5,2.83,-22.29,-15.02,10902.96,1.25,Financial,Banks - Regional,USA,7.85,17.88,2.00%,11571037,,3.41,1.55,17.10%,-0.88%,5.10%,14.80%,23.40%,,,0.16,,88.50%,42.10%,1/20/2023 8:30,932,929.75,0.49%,-2.31%,0.70%,2.41,-0.06%,-16.10%,-21.23%,-17.07%,4.82%,6.44%,2.3,1.06,0.064317673,-13.23%,-19.35%,-16.65%,-26.51%,28.26%,32.34,4.01%,-1.94%,355,40,45,50,321,467,62,416,63,356,388,484,439,45,342
275,EXPE,"Expedia Group, Inc.",3853,146,15,2,13,1,0,2,16,16,16,3,14,17,5,8,18,14136.92,7.8,6.16,5.09,221.1,23.63,0,1.5,2.73,95.6,2.59,-15.31,4.68,2662.45,1.64,Consumer Cyclical,Travel Services,USA,42.47,90.54,-2.28%,2671077,1.37,1.21,3.41,-1.30%,31.06%,3.00%,16.50%,11.10%,0.8,0.8,2.73,85.80%,9.80%,3.00%,2/9/2023 16:30,155.39,146.28,0.20%,-2.08%,-2.93%,1.42,-3.08%,-1.59%,-51.57%,3.36%,3.00%,3.45%,2.4,1,0.042412194,-9.87%,-15.91%,-10.44%,-55.61%,9.89%,32.64,-0.79%,-1.50%,402,54,349,28,18,69,417,407,418,80,363,445,134,207,462
276,FOXA,Fox Corporation,3825,146,14,4,3,2,16,19,11,8,0,19,19,14,3,8,6,17211.7,10.2,1.54,10.57,-41.5,-6.39,1.51,6.7,0,0,6.47,-9.03,9,2762.4,0.87,Communication Services,Entertainment,USA,12.17,33.06,-1.81%,4762586,1.26,1.2,4.24,-0.90%,9.63%,7.10%,13.20%,10.60%,3.4,2.9,0.62,36.60%,18.20%,10.50%,2/8/2023 8:30,541,430.53,0.20%,-6.48%,-1.08%,10.08,1.01%,2.96%,-18.49%,8.86%,2.91%,2.20%,2.5,1.72,0.025408348,-2.67%,-3.14%,1.13%,-20.66%,18.01%,43.02,-0.81%,-1.01%,356,108,85,73,427,488,281,221,8,482,484,356,85,203,168
277,LH,Laboratory Corporation of America Holdings,3889,146,12,5,5,4,17,10,12,9,6,3,10,15,12,17,9,19853.47,11.49,1.92,14.76,-42.7,10.54,1.32,6.3,0.54,94.4,1.86,-10.85,-5.83,621.39,1.06,Healthcare,Diagnostics & Research,USA,15.78,218.41,1.75%,723331,,1.33,46.17,15.40%,-6.64%,7.60%,12.40%,9.50%,1.5,1.3,0.51,29.50%,11.90%,8.60%,2/16/2023 8:30,88.7,88.35,0.10%,-28.11%,-2.60%,2.64,2.39%,2.53%,-19.61%,-7.25%,2.19%,2.09%,2,1.16,0.024998855,-3.95%,-9.50%,-7.11%,-22.20%,9.03%,37.9,2.18%,-0.41%,323,132,131,107,431,271,308,241,175,97,277,390,308,451,247
278,PARA,Paramount Global,3906,146,16,5,0,16,18,0,2,15,9,11,19,16,0,1,18,13481.27,11.73,0.57,3000,-84.5,84.1,4.75,1.8,0.69,81.8,15.33,-13.69,19.85,11430.01,1.67,Communication Services,Entertainment,USA,19.72,20.23,-2.46%,10229612,2.1,0.45,4.67,-27.30%,9.40%,2.60%,4.60%,5.10%,1.2,1.1,0.68,34.20%,7.40%,3.50%,2/16/2023 8:30,649,584.77,0.20%,0.00%,2.06%,7.84,2.69%,-3.07%,-46.23%,19.85%,4.04%,4.05%,3.2,0.89,0.04597133,-3.62%,-7.15%,-6.83%,-48.41%,32.31%,43.95,-1.17%,-1.30%,411,140,6,414,471,19,52,398,230,302,502,426,26,43,466
279,TXT,Textron Inc.,3856,146,15,5,5,3,6,8,15,10,6,8,11,13,11,13,17,14167.82,11.9,1.98,12.68,21.6,12.96,0.12,5.4,0.5,86.8,2.06,-8.14,-4.71,1424.04,1.5,Industrials,Aerospace & Defense,USA,16.88,67.74,0.59%,1029957,1.25,1.1,6.96,13.50%,13.55%,-1.90%,12.50%,6.80%,2,1.1,0.5,16.10%,6.90%,6.70%,1/25/2023 8:30,208.33,204.14,0.45%,-23.17%,-13.05%,2.95,2.34%,10.92%,-7.95%,-4.32%,2.27%,2.31%,,0.72,0.026719811,-3.74%,-5.35%,1.23%,-11.00%,18.61%,40.99,1.60%,-0.99%,401,143,140,91,157,203,395,259,156,224,302,336,281,339,429
280,TROW,"T. Rowe Price Group, Inc.",3846,146,11,8,8,6,17,15,2,4,1,13,19,7,10,11,14,24601.07,15.07,2.78,24.25,-48.9,6.83,4.45,12.7,0,79.4,9.08,-2.67,-3.01,1839.39,1.32,Financial,Asset Management,USA,16.4,109.65,0.73%,1277174,,3.79,14.01,1.40%,,6.00%,17.00%,21.20%,,,0,,36.60%,23.50%,1/26/2023 8:30,223.9,219.11,0.80%,-2.70%,1.56%,10.82,1.37%,1.80%,-25.12%,0.54%,2.95%,3.20%,3.5,0.69,0.035476516,-0.13%,-4.68%,-5.21%,-30.50%,17.24%,46.75,1.37%,-0.62%,285,225,213,171,445,385,65,105,30,333,490,183,255,285,376
281,NOC,Northrop Grumman Corporation,3879,146,4,12,11,15,15,10,11,4,10,9,3,9,17,15,1,70704.88,18.6,4.57,170.78,-27.7,10.87,1.52,11.5,0.84,85.2,0.98,-4.41,-15.51,1129.19,0.51,Industrials,Aerospace & Defense,USA,14.45,455.25,2.43%,1006359,4.82,1.93,27.44,11.90%,3.00%,7.10%,34.90%,9.40%,1.1,1,0.77,20.40%,9.80%,13.40%,1/26/2023 8:30,153.7,151.81,0.10%,-9.53%,0.74%,1.32,2.63%,-8.30%,1.86%,-16.56%,1.93%,1.97%,2.4,0.89,0.021131247,-0.72%,-0.63%,-6.37%,-18.16%,5.64%,47.86,2.28%,0.14%,107,318,294,389,392,255,280,125,267,250,89,242,441,383,47
282,WEC,"WEC Energy Group, Inc.",3904,146,9,12,7,19,9,15,4,12,14,14,7,2,9,13,0,29595.49,19.03,2.58,3000,8.4,6.34,3.35,3.5,1.52,76.5,1.33,2.33,-1.77,1359.99,0.39,Utilities,Utilities - Regulated Electric,USA,20.93,93.22,3.66%,1151437,3.47,3.08,1024.07,7.20%,6.03%,4.60%,12.40%,5.60%,0.7,0.5,1.3,54.60%,20.00%,14.70%,2/2/2023 8:30,315.4,315.03,0.13%,-1.20%,-0.09%,3.09,-1.09%,-6.92%,-2.37%,-0.58%,2.70%,2.56%,2.6,0.85,0.024458271,2.85%,1.15%,-2.80%,-14.00%,15.34%,54.67,2.95%,0.69%,252,324,198,478,231,397,122,327,358,363,180,76,231,350,17
283,APD,"Air Products and Chemicals, Inc.",3851,146,4,14,11,18,8,11,7,7,7,9,3,9,17,15,6,60506.81,21.43,4.27,3000,10.6,10.23,2.62,8.2,0.58,85.4,0.93,-4.31,-14.89,1135.71,0.86,Basic Materials,Specialty Chemicals,USA,26.41,267.67,0.27%,1329527,3,4.7,19.2,14.30%,8.79%,9.20%,16.60%,8.80%,1.9,1.7,0.54,27.10%,19.20%,17.60%,2/2/2023 8:30,222.2,220.96,0.30%,-0.07%,1.09%,1.81,-2.57%,12.22%,13.79%,-13.17%,2.48%,2.16%,2.3,1.17,0.024806665,-5.52%,-8.27%,-1.21%,-18.53%,22.29%,33.34,0.84%,-0.57%,123,366,281,475,218,286,183,184,181,249,83,238,437,382,165
284,TECH,Bio-Techne Corporation,3898,146,17,17,13,12,1,4,15,5,2,1,9,6,16,15,13,11594.79,30.67,6.23,57.46,91.2,17.49,0.44,11.2,0.11,97.9,1.65,-2.33,-12.78,995.79,1.26,Healthcare,Biotechnology,USA,45.11,72.54,0.86%,825393,4.19,10.35,58.92,26.70%,10.76%,14.50%,15.00%,13.20%,4.4,3.2,0.11,68.30%,30.70%,23.40%,2/2/2023 8:30,157.01,155.74,0.80%,-0.64%,1.94%,2.57,0.32%,-0.02%,-32.37%,-12.48%,2.71%,3.02%,1.6,0.83,0.030879515,-1.66%,-5.54%,-11.14%,-36.26%,6.67%,43.19,1.33%,-0.46%,435,450,350,313,51,116,383,129,56,36,245,171,413,401,349
285,AMT,American Tower Corporation,3884,146,3,18,17,19,16,5,5,14,17,4,0,5,11,10,2,94659.8,39.3,16.68,3000,-32.6,15.9,3.13,2.6,6.94,93.2,0.64,-1.16,-5.21,2042.94,0.57,Real Estate,REIT - Specialty,USA,51.98,199.62,4.17%,1897492,6.43,8.84,46.67,7.40%,8.09%,10.00%,29.20%,5.30%,0.4,0.4,6.13,69.50%,22.00%,16.50%,2/23/2023 8:30,465.65,464.37,0.10%,-11.57%,-0.39%,1.46,-0.86%,-14.25%,-14.69%,-5.78%,3.39%,3.14%,2,0.93,0.031059012,1.29%,-5.06%,-12.53%,-29.33%,12.04%,48.39,4.57%,-0.38%,84,476,434,486,408,141,140,372,441,124,23,139,293,258,65
286,ZION,"Zions Bancorporation, National Association",3960,147,19,0,0,0,13,17,0,16,2,9,14,19,19,7,12,4503.61,4.32,0.94,4.45,-14.7,2.03,5.81,1,0.15,85.2,2.49,-42.77,-40.61,3244.38,1.19,Financial,Banks - Regional,USA,4.88,28.25,2.91%,10731878,,1.66,0.75,15.40%,,4.30%,17.70%,42.20%,,,0.15,,88.70%,32.20%,1/23/2023 16:30,148.73,147.18,1.00%,-2.33%,2.06%,1.13,-5.64%,-49.33%,-58.27%,-42.53%,9.89%,11.90%,2.6,3.31,0.125663717,-29.10%,-40.08%,-44.66%,-60.35%,25.28%,24.75,3.10%,-0.18%,500,6,23,19,352,451,23,424,61,251,354,502,501,179,314
287,KEY,KeyCorp,3909,147,17,0,0,0,15,10,0,16,15,9,13,19,19,0,14,11770.34,5.37,0.97,3.24,-26.6,10.84,6.91,1,1.76,85.7,2.26,-34.58,-30.07,19092.89,1.32,Financial,Banks - Regional,USA,6.17,11.86,5.24%,28742834,1.03,2.17,3.89,8.90%,6.00%,4.30%,15.10%,11.90%,,,1.76,,74.40%,33.20%,1/19/2023 8:30,931.83,928.25,0.10%,-4.65%,-0.16%,1.1,2.86%,-28.47%,-49.57%,-31.92%,7.90%,7.92%,2.6,1.51,0.094435076,-21.20%,-31.42%,-32.78%,-50.68%,23.48%,32.34,7.62%,-2.22%,432,14,26,9,388,258,13,425,380,242,331,498,495,26,372
288,MAS,Masco Corporation,3901,147,17,6,19,8,1,7,8,2,19,1,15,14,7,11,12,11069.18,12.9,1000,30.92,124.4,13.88,2.37,15.6,100,97.6,2.91,-9.8,1.99,1856.08,1.2,Industrials,Building Products & Equipment,USA,13.27,48.06,-0.70%,1900152,5.24,1.28,24.49,23.30%,2.53%,7.60%,-152.90%,38.60%,1.6,0.9,,31.30%,15.20%,9.70%,2/9/2023 8:30,228,224.74,0.10%,-64.23%,-0.30%,3.53,-2.55%,3.13%,-9.93%,2.98%,2.82%,2.54%,2.7,1.02,0.03079484,-5.71%,-7.93%,-5.27%,-17.39%,13.54%,35.62,0.29%,-0.99%,449,174,501,203,34,182,203,71,492,38,395,375,182,279,323
289,SJM,The J. M. Smucker Company,3864,147,14,10,5,13,15,12,7,11,6,11,16,2,9,16,0,16704.97,16.33,1.98,79.47,-25.1,9.19,2.64,4.4,0.52,82.7,3.09,3.65,-2.06,939.88,0.21,Consumer Defensive,Packaged Foods,USA,23.24,154.69,2.38%,962196,6.2,2.01,160.32,2.70%,3.75%,1.60%,8.70%,6.40%,1.2,0.5,0.52,32.20%,13.10%,8.50%,2/28/2023 8:30,106.5,101.92,1.30%,-4.98%,-1.00%,3.35,1.85%,8.91%,18.83%,-2.38%,1.87%,1.84%,3.2,1.02,0.018359299,2.83%,2.86%,7.66%,-5.14%,29.10%,58.8,1.89%,0.48%,366,259,141,349,386,312,181,300,167,288,407,58,237,410,3
290,XEL,Xcel Energy Inc.,3831,147,8,12,6,19,9,15,5,14,14,13,7,5,13,7,0,36236.7,18.17,2.16,3000,7.3,6.9,3.17,2.9,1.49,79.9,1.33,-1.18,-6.9,2858.49,0.43,Utilities,Utilities - Regulated Electric,USA,20.67,65.55,3.54%,2713111,3.16,2.37,326.46,6.60%,6.54%,6.10%,10.70%,6.20%,0.8,0.7,1.37,87.20%,15.90%,11.30%,1/26/2023 8:30,550,546.12,0.10%,-0.34%,0.35%,2.53,-1.99%,-9.52%,-5.41%,-6.50%,2.95%,2.56%,2.5,0.95,0.02532418,0.73%,-2.50%,-5.03%,-15.59%,15.22%,48.69,3.31%,0.22%,210,306,160,485,240,381,137,354,355,328,179,140,332,200,24
291,CL,Colgate-Palmolive Company,3858,147,4,14,18,16,14,11,7,5,18,12,5,4,13,5,1,61599.38,21.52,152.96,364.49,-16.7,9.64,2.62,11.3,21.86,81.3,1.16,-0.33,-7.05,4359.28,0.48,Consumer Defensive,Household & Personal Products,USA,34.57,73.42,2.21%,5013421,5.74,3.43,64.84,-3.80%,6.02%,3.10%,472.20%,24.00%,1.3,0.8,21.8,57.00%,16.00%,9.90%,1/27/2023 8:30,832.5,829.55,0.10%,-3.69%,-0.60%,2.21,1.69%,-2.57%,-0.29%,-6.82%,1.59%,1.61%,2.7,1.15,0.016752928,1.20%,-0.49%,-3.52%,-12.40%,8.23%,52.92,1.62%,0.58%,122,369,466,404,359,300,184,127,462,307,133,122,335,130,38
292,ADP,"Automatic Data Processing, Inc.",3912,147,3,15,17,12,7,10,8,10,11,11,4,8,16,10,5,89799.7,23.78,29.7,57.18,15.4,10.93,2.34,5.3,1,81.9,1.03,-3.88,-13.32,2074.59,0.82,Industrials,Staffing & Employment Services,USA,28.45,214.13,0.24%,1720457,2.12,5.21,65.96,12.00%,13.43%,5.90%,96.90%,47.10%,1,1,1,43.70%,23.70%,18.20%,1/25/2023 8:30,414.3,410.16,0.10%,-29.74%,0.79%,2.03,0.43%,-7.09%,0.73%,-10.35%,1.97%,1.79%,3,0.83,0.019707654,-1.81%,-4.84%,-8.56%,-22.11%,8.91%,40.28,0.24%,0.00%,88,399,450,312,191,253,208,265,299,300,105,225,422,254,141
293,EQR,Equity Residential,3903,147,12,18,5,10,17,9,2,12,8,4,10,16,11,8,5,21687.73,31.35,1.9,41.8,-42,11,4.47,3.8,0.67,93.1,1.73,-13.4,-5.28,2425.28,0.84,Real Estate,REIT - Residential,USA,27.07,55.99,0.96%,2421472,1.75,7.93,402.37,4.80%,15.51%,2.00%,7.10%,6.00%,,,0.66,64.10%,40.80%,28.30%,2/9/2023 16:30,377.71,371.23,1.72%,-1.23%,-0.45%,2.65,-2.76%,-18.67%,-35.97%,-5.10%,2.47%,2.61%,2.7,1,0.027683515,-6.81%,-9.97%,-16.15%,-40.64%,1.34%,31.97,2.55%,-1.55%,307,455,127,259,429,249,63,317,221,126,258,422,295,226,149
294,EL,The Estee Lauder Companies Inc.,3818,147,3,18,17,16,14,1,13,8,11,6,3,7,8,13,9,87320.18,32.95,14.65,1386.03,-16,47.44,1.09,7.2,0.91,91.3,0.98,-3.19,-0.89,1445.07,1.02,Consumer Defensive,Household & Personal Products,USA,58.59,241.69,1.24%,897056,8.86,5.34,23.44,14.40%,6.62%,8.40%,25.80%,23.10%,1.7,1.1,0.87,73.90%,12.40%,9.10%,2/2/2023 8:30,357.7,230.07,0.20%,-4.43%,-0.56%,1.56,3.04%,2.89%,-11.61%,-2.59%,2.20%,2.35%,2.1,0.62,0.025404444,-0.05%,-5.03%,-1.34%,-16.54%,29.61%,46.96,1.60%,-0.35%,90,461,428,410,353,29,330,202,286,157,93,196,218,334,231
295,AMZN,"Amazon.com, Inc.",3881,147,0,18,14,19,19,0,17,18,8,17,0,2,2,0,13,1016640.51,39.1,6.87,3000,-108.2,172.83,0,-0.6,0.61,60.1,0.64,2.41,13.09,69477,1.25,Consumer Cyclical,Internet Retail,USA,,98.13,-0.59%,56084870,,1.98,14.52,-26.00%,,23.60%,-2.00%,6.60%,0.9,0.7,0.58,43.80%,2.40%,-0.50%,2/2/2023 16:30,10222,9245.73,9.80%,-0.02%,0.60%,0.85,-0.83%,-16.35%,-39.95%,16.82%,2.97%,3.15%,1.8,0.81,0.03362886,3.13%,0.67%,-9.05%,-42.56%,20.51%,53.8,0.12%,-0.71%,5,474,361,488,480,8,436,473,202,451,24,74,57,4,344
296,DAL,"Delta Air Lines, Inc.",3908,148,12,0,9,0,0,1,17,15,17,17,16,17,12,1,14,20717.67,4.6,3.06,4.61,370.7,29.21,0,1.8,3.5,67.5,3.41,-15.83,-6.18,10078.65,1.28,Industrials,Airlines,USA,15.42,31.59,-1.71%,12639238,0.49,0.41,3.17,-16.20%,31.66%,4.20%,29.40%,10.00%,0.5,0.4,3.14,43.10%,7.00%,2.60%,1/13/2023 8:30,641.24,639,0.20%,-2.46%,-1.77%,2.16,-4.16%,5.44%,-12.78%,-3.86%,2.95%,3.07%,1.6,1.25,0.039252928,-12.89%,-16.35%,-6.64%,-31.73%,16.14%,27.18,-0.47%,-1.24%,316,8,229,21,6,48,430,397,429,428,425,449,320,48,354
297,FLT,"FLEETCOR Technologies, Inc.",3897,148,15,4,13,6,5,5,19,9,16,4,10,9,2,18,13,15133.8,10.19,5.8,25.08,24.3,15.92,0,6.6,2.77,93.9,1.79,-4.08,10.43,592.33,1.21,Technology,Software - Infrastructure,USA,16.17,200.82,0.53%,532545,1.18,4.42,10.54,13.70%,13.68%,8.80%,36.80%,11.70%,1,1,1.86,,42.20%,27.80%,2/8/2023 16:30,73.46,71.54,2.70%,0.00%,-5.70%,2.16,7.28%,5.77%,-16.41%,9.33%,4.59%,3.19%,2,0.9,0.037546061,-1.25%,-1.86%,-0.56%,-24.30%,24.20%,48.76,2.12%,-1.55%,389,107,340,174,143,140,491,227,420,112,268,230,73,455,328
298,NTAP,"NetApp, Inc.",3906,148,16,4,16,6,5,17,5,3,15,6,13,12,7,11,12,13169.42,10.83,11.97,22.78,26.7,4.33,3.28,13.2,2.17,91.4,2.35,-7.79,1.68,1859.37,1.19,Technology,Computer Hardware,USA,10.54,61.06,-0.76%,1930915,1.4,2.04,4.19,19.00%,7.53%,2.80%,135.60%,28.80%,1.3,1.3,2.17,65.40%,15.50%,19.90%,2/22/2023 16:30,216,213.31,0.20%,-11.62%,-1.85%,2.7,-0.67%,-4.94%,-29.99%,1.67%,2.97%,2.41%,2.5,1.04,0.026858827,-3.63%,-6.26%,-8.74%,-31.03%,5.13%,38.98,-0.54%,-0.23%,415,124,412,161,135,437,127,98,400,155,338,324,186,278,316
299,OMC,Omnicom Group Inc.,3922,148,13,5,13,12,11,16,5,10,15,3,18,9,2,10,6,17999.2,11.34,5.49,67.36,-0.3,5.37,3.2,5.2,1.72,94.7,5.09,-4.68,11.25,1873.24,0.85,Communication Services,Advertising Agencies,USA,13.75,87.63,-1.13%,2344866,5.09,1.26,4.14,4.50%,2.70%,-1.30%,44.50%,17.40%,1,0.9,1.71,27.70%,14.60%,9.20%,2/7/2023 16:30,203.8,201.15,0.70%,-2.33%,0.32%,5.47,1.69%,36.64%,6.15%,7.43%,2.42%,2.02%,2.6,1.25,0.024763209,-1.72%,-1.33%,16.23%,-9.21%,42.93%,46.42,0.36%,-1.48%,345,131,332,327,282,412,133,272,378,93,464,250,68,276,159
300,DE,Deere & Company,3944,148,2,5,12,8,5,16,12,6,16,13,1,14,16,13,9,116193.49,12.02,5.39,33.94,22.6,5.37,1.29,9.3,2.53,78.5,0.77,-9.07,-12.49,1486.98,1.06,Industrials,Farm & Heavy Construction Machinery,USA,14.34,386.5,-1.37%,1361443,1.05,2.1,29.22,28.40%,13.70%,11.90%,41.20%,11.00%,,,1.64,34.20%,20.70%,14.80%,2/17/2023 8:30,297.6,295.7,0.10%,-9.71%,-2.24%,1.53,0.26%,11.66%,-10.43%,-9.86%,2.16%,2.39%,2.1,0.92,0.028589909,-5.35%,-6.75%,1.29%,-13.80%,36.18%,38.24,-0.23%,-1.14%,65,148,326,217,151,413,313,167,415,348,45,357,407,329,243
